GO_ID,Description,Category,Count,Bg_Count,GeneRatio,BgRatio,RichFactor,P_value,Gene_List,FDR
GO:0042732,D-xylose metabolic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204835,0.449154031
GO:0004856,D-xylulokinase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204835,0.449154031
GO:0005869,dynactin complex,CC,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v209513,0.647903765
GO:0030286,dynein complex,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v207471,0.528145699
GO:0000408,EKC/KEOPS complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200681,0.449154031
GO:0009055,electron transfer activity,MF,2,7,2/1038,7/6466,0.285714286,0.312943106,TGAM01_v206276;TGAM01_v209836,0.542750138
GO:0033588,elongator holoenzyme complex,CC,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v206994;TGAM01_v209854,0.468708376
GO:0070449,elongin complex,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v207573,0.449154031
GO:0004519,endonuclease activity,MF,2,7,2/1038,7/6466,0.285714286,0.312943106,TGAM01_v202409;TGAM01_v208181,0.542750138
GO:0005783,endoplasmic reticulum,CC,3,12,3/1038,12/6466,0.25,0.300804486,TGAM01_v203210;TGAM01_v208244;TGAM01_v208887,0.53439381
GO:1904380,endoplasmic reticulum mannose trimming,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200136,0.449154031
GO:0005789,endoplasmic reticulum membrane,CC,4,12,4/1038,12/6466,0.333333333,0.112247596,TGAM01_v200743;TGAM01_v202754;TGAM01_v206330;TGAM01_v208632,0.449154031
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,BP,1,9,1/1038,9/6466,0.111111111,0.793188629,TGAM01_v200745,0.84473537
GO:0071786,endoplasmic reticulum tubular network organization,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v202224,0.449154031
GO:0030234,enzyme regulator activity,MF,4,5,4/1038,5/6466,0.8,0.002881496,TGAM01_v200335;TGAM01_v200807;TGAM01_v201035;TGAM01_v202538,0.449154031
GO:0046923,ER retention sequence binding,MF,2,2,2/1038,2/6466,1,0.025749683,TGAM01_v202838;TGAM01_v208187,0.449154031
GO:0005852,eukaryotic translation initiation factor 3 complex,CC,5,13,5/1038,13/6466,0.384615385,0.044211982,TGAM01_v200831;TGAM01_v201677;TGAM01_v207451;TGAM01_v210325;TGAM01_v210651,0.449154031
GO:0006887,exocytosis,BP,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v200712,0.747127675
GO:0004527,exonuclease activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v210118,0.528145699
GO:0000178,exosome (RNase complex),CC,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v204833;TGAM01_v209627,0.468708376
GO:0005576,extracellular region,CC,5,44,5/1038,44/6466,0.113636364,0.856724701,TGAM01_v203339;TGAM01_v205321;TGAM01_v208263;TGAM01_v208487;TGAM01_v209671,0.892282665
GO:0071949,FAD binding,MF,16,92,16/1038,92/6466,0.173913043,0.405515474,TGAM01_v200989;TGAM01_v201902;TGAM01_v202032;TGAM01_v203208;TGAM01_v204841;TGAM01_v205080;TGAM01_v205695;TGAM01_v206064;TGAM01_v206725;TGAM01_v206858;TGAM01_v206918;TGAM01_v207180;TGAM01_v207455;TGAM01_v208486;TGAM01_v210396;TGAM01_v210706,0.588877171
GO:0010142,"farnesyl diphosphate biosynthetic process, mevalonate pathway",BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v210705,0.449154031
GO:0006633,fatty acid biosynthetic process,BP,3,21,3/1038,21/6466,0.142857143,0.678504965,TGAM01_v204625;TGAM01_v204668;TGAM01_v207546,0.773919726
GO:0009922,fatty acid elongase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v207005,0.528145699
GO:0030497,fatty acid elongation,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208887,0.449154031
GO:0006631,fatty acid metabolic process,BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v207018,0.647903765
GO:0004312,fatty acid synthase activity,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v207546,0.588877171
GO:0005835,fatty acid synthase complex,CC,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v207546,0.588877171
GO:0047617,fatty acyl-CoA hydrolase activity,MF,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v208584,0.747127675
GO:0008199,ferric iron binding,MF,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v206504,0.709601478
GO:0050660,flavin adenine dinucleotide binding,MF,13,104,13/1038,104/6466,0.125,0.872951058,TGAM01_v200187;TGAM01_v200788;TGAM01_v201902;TGAM01_v202032;TGAM01_v204084;TGAM01_v204623;TGAM01_v204841;TGAM01_v207455;TGAM01_v208340;TGAM01_v209836;TGAM01_v210396;TGAM01_v210577;TGAM01_v210706,0.906830141
GO:0016971,flavin-dependent sulfhydryl oxidase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v206656,0.528145699
GO:0010181,FMN binding,MF,6,40,6/1038,40/6466,0.15,0.638642291,TGAM01_v202972;TGAM01_v203920;TGAM01_v205457;TGAM01_v208340;TGAM01_v208694;TGAM01_v209046,0.747127675
GO:0006003,"fructose 2,6-bisphosphate metabolic process",BP,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v200558;TGAM01_v208322,0.449154031
GO:0006002,fructose 6-phosphate metabolic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204858,0.449154031
GO:0006000,fructose metabolic process,BP,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v200558;TGAM01_v208322,0.449154031
GO:0009272,fungal-type cell wall biogenesis,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v200732,0.528145699
GO:0004930,G protein-coupled receptor activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v204086,0.528145699
GO:0007186,G protein-coupled receptor signaling pathway,BP,2,8,2/1038,8/6466,0.25,0.376112745,TGAM01_v204086;TGAM01_v210649,0.588877171
GO:0004335,galactokinase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205257,0.449154031
GO:0033499,"galactose catabolic process via UDP-galactose, Leloir pathway",BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208889,0.449154031
GO:0006012,galactose metabolic process,BP,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v205257;TGAM01_v208889,0.449154031
GO:0009448,gamma-aminobutyric acid metabolic process,BP,2,2,2/1038,2/6466,1,0.025749683,TGAM01_v204315;TGAM01_v204786,0.449154031
GO:0003839,gamma-glutamylcyclotransferase activity,MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v203726,0.647903765
GO:0043015,gamma-tubulin binding,MF,3,5,3/1038,5/6466,0.6,0.0319906,TGAM01_v201067;TGAM01_v201804;TGAM01_v201837,0.449154031
GO:0009298,GDP-mannose biosynthetic process,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v203816,0.588877171
GO:0004339,"glucan 1,4-alpha-glucosidase activity",MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v205385,0.528145699
GO:0051118,"glucan endo-1,3-alpha-glucosidase activity",MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v200275,0.647903765
GO:0006094,gluconeogenesis,BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v200984,0.647903765
GO:0004343,glucosamine 6-phosphate N-acetyltransferase activity,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v202303,0.588877171
GO:0004349,glutamate 5-kinase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v203089,0.449154031
GO:0016040,glutamate synthase (NADH) activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208340,0.449154031
GO:0015930,glutamate synthase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208340,0.449154031
GO:0006751,glutathione catabolic process,BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v203726,0.647903765
GO:0006749,glutathione metabolic process,BP,6,44,6/1038,44/6466,0.136363636,0.730870866,TGAM01_v200686;TGAM01_v203558;TGAM01_v203559;TGAM01_v205520;TGAM01_v207609;TGAM01_v210385,0.80950249
GO:0004364,glutathione transferase activity,MF,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v210385,0.747127675
GO:0004620,glycerophospholipase activity,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v206175,0.588877171
GO:0006546,glycine catabolic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204914,0.449154031
GO:0004375,glycine dehydrogenase (decarboxylating) activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204914,0.449154031
GO:0006544,glycine metabolic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204914,0.449154031
GO:0004820,glycine-tRNA ligase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v203089,0.449154031
GO:0005978,glycogen biosynthetic process,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v204119,0.588877171
GO:0005980,glycogen catabolic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v204119,0.449154031
GO:0006096,glycolytic process,BP,1,9,1/1038,9/6466,0.111111111,0.793188629,TGAM01_v204858,0.84473537
GO:0016757,glycosyltransferase activity,MF,3,25,3/1038,25/6466,0.12,0.789603818,TGAM01_v204454;TGAM01_v208841;TGAM01_v209324,0.84473537
GO:0006426,glycyl-tRNA aminoacylation,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v203089,0.449154031
GO:0000139,Golgi membrane,CC,2,7,2/1038,7/6466,0.285714286,0.312943106,TGAM01_v200743;TGAM01_v203517,0.542750138
GO:0048193,Golgi vesicle transport,BP,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v202375;TGAM01_v209442,0.468708376
GO:0006506,GPI anchor biosynthetic process,BP,8,20,8/1038,20/6466,0.4,0.008875051,TGAM01_v202754;TGAM01_v202924;TGAM01_v205232;TGAM01_v205913;TGAM01_v206330;TGAM01_v206408;TGAM01_v209445;TGAM01_v210716,0.449154031
GO:0004376,GPI mannosyltransferase activity,MF,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v202924;TGAM01_v210716,0.449154031
GO:0042765,GPI-anchor transamidase complex,CC,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v209323,0.709601478
GO:0031681,G-protein beta-subunit binding,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v210649,0.449154031
GO:0005525,GTP binding,MF,15,98,15/1038,98/6466,0.153061224,0.623230814,TGAM01_v200983;TGAM01_v201547;TGAM01_v202390;TGAM01_v203394;TGAM01_v204832;TGAM01_v205131;TGAM01_v205880;TGAM01_v206284;TGAM01_v206475;TGAM01_v207184;TGAM01_v207907;TGAM01_v208260;TGAM01_v208430;TGAM01_v209883;TGAM01_v210952,0.747127675
GO:0003935,GTP cyclohydrolase II activity,MF,2,2,2/1038,2/6466,1,0.025749683,TGAM01_v206881;TGAM01_v207908,0.449154031
GO:0005096,GTPase activator activity,MF,2,10,2/1038,10/6466,0.2,0.49397354,TGAM01_v201650;TGAM01_v208748,0.647903765
GO:0003924,GTPase activity,MF,12,75,12/1038,75/6466,0.16,0.554112282,TGAM01_v200983;TGAM01_v201547;TGAM01_v202390;TGAM01_v204832;TGAM01_v205880;TGAM01_v206284;TGAM01_v206475;TGAM01_v207907;TGAM01_v208260;TGAM01_v208430;TGAM01_v209883;TGAM01_v210952,0.700712067
GO:0015969,guanosine tetraphosphate metabolic process,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v203058,0.528145699
GO:0005085,guanyl-nucleotide exchange factor activity,MF,5,23,5/1038,23/6466,0.217391304,0.305141152,TGAM01_v200799;TGAM01_v204578;TGAM01_v204932;TGAM01_v209940;TGAM01_v210001,0.540901424
GO:0031072,heat shock protein binding,MF,2,4,2/1038,4/6466,0.5,0.123465117,TGAM01_v201633;TGAM01_v206951,0.449154031
GO:0004386,helicase activity,MF,7,23,7/1038,23/6466,0.304347826,0.062996471,TGAM01_v200246;TGAM01_v205708;TGAM01_v206674;TGAM01_v206952;TGAM01_v208743;TGAM01_v209557;TGAM01_v211150,0.449154031
GO:0020037,heme binding,MF,14,105,14/1038,105/6466,0.133333333,0.814424732,TGAM01_v200186;TGAM01_v200286;TGAM01_v202425;TGAM01_v202640;TGAM01_v203992;TGAM01_v205457;TGAM01_v206454;TGAM01_v206456;TGAM01_v206725;TGAM01_v206837;TGAM01_v207287;TGAM01_v208721;TGAM01_v209046;TGAM01_v210376,0.862774485
GO:0004396,hexokinase activity,MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v208702,0.647903765
GO:0016758,hexosyltransferase activity,MF,1,14,1/1038,14/6466,0.071428571,0.913922957,TGAM01_v209884,0.936071601
GO:0004402,histone acetyltransferase activity,MF,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v200809,0.747127675
GO:0000123,histone acetyltransferase complex,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v206446,0.528145699
GO:0042393,histone binding,MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v210584,0.647903765
GO:0017136,"histone deacetylase activity, NAD-dependent",MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v209713,0.449154031
GO:0042800,histone H3K4 methyltransferase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200736,0.449154031
GO:0008897,holo-[acyl-carrier-protein] synthase activity,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v207546,0.588877171
GO:0030544,Hsp70 protein binding,MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v206951,0.647903765
GO:0051879,Hsp90 protein binding,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v205535,0.528145699
GO:0016787,hydrolase activity,MF,22,135,22/1038,135/6466,0.162962963,0.505921559,TGAM01_v200169;TGAM01_v200502;TGAM01_v202033;TGAM01_v202057;TGAM01_v202757;TGAM01_v203121;TGAM01_v203277;TGAM01_v203342;TGAM01_v204019;TGAM01_v204175;TGAM01_v205248;TGAM01_v205471;TGAM01_v206023;TGAM01_v206389;TGAM01_v208090;TGAM01_v208181;TGAM01_v208700;TGAM01_v208743;TGAM01_v209813;TGAM01_v209857;TGAM01_v209961;TGAM01_v211150,0.650008019
GO:0016817,"hydrolase activity, acting on acid anhydrides",MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v207824,0.528145699
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",MF,2,4,2/1038,4/6466,0.5,0.123465117,TGAM01_v200246;TGAM01_v209557,0.449154031
GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",MF,5,28,5/1038,28/6466,0.178571429,0.475209997,TGAM01_v200169;TGAM01_v203121;TGAM01_v206922;TGAM01_v207393;TGAM01_v207411,0.647903765
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",MF,2,5,2/1038,5/6466,0.4,0.184448128,TGAM01_v203338;TGAM01_v210114,0.468708376
GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v202007,0.588877171
GO:0016788,"hydrolase activity, acting on ester bonds",MF,3,19,3/1038,19/6466,0.157894737,0.608594376,TGAM01_v200789;TGAM01_v202409;TGAM01_v209812,0.733785712
GO:0016798,"hydrolase activity, acting on glycosyl bonds",MF,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v203206,0.647903765
GO:0019120,"hydrolase activity, acting on halide bonds, in C-halide compounds",MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v200854,0.588877171
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF,17,121,17/1038,121/6466,0.140495868,0.763657122,TGAM01_v201033;TGAM01_v201187;TGAM01_v201787;TGAM01_v202026;TGAM01_v202061;TGAM01_v204642;TGAM01_v205751;TGAM01_v207121;TGAM01_v207124;TGAM01_v207478;TGAM01_v207529;TGAM01_v208075;TGAM01_v208487;TGAM01_v208517;TGAM01_v208638;TGAM01_v209612;TGAM01_v210691,0.825325261
GO:0016742,"hydroxymethyl-, formyl- and related transferase activity",MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v208639,0.588877171
GO:0004421,hydroxymethylglutaryl-CoA synthase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v210705,0.449154031
GO:0019863,IgE binding,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205321,0.449154031
GO:0003938,IMP dehydrogenase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200016,0.449154031
GO:0031011,Ino80 complex,CC,2,8,2/1038,8/6466,0.25,0.376112745,TGAM01_v200572;TGAM01_v210605,0.588877171
GO:0019310,inositol catabolic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205264,0.449154031
GO:0008934,inositol monophosphate 1-phosphatase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205450,0.449154031
GO:0050113,inositol oxygenase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205264,0.449154031
GO:0006673,inositol phosphoceramide metabolic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v209883,0.449154031
GO:0070917,inositol phosphoceramide synthase regulator activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v209883,0.449154031
GO:0001678,intracellular glucose homeostasis,BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v208702,0.647903765
GO:0030026,intracellular manganese ion homeostasis,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v202919,0.528145699
GO:0043231,intracellular membrane-bounded organelle,CC,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v206279,0.449154031
GO:0006886,intracellular protein transport,BP,9,50,9/1038,50/6466,0.18,0.411070218,TGAM01_v200745;TGAM01_v203358;TGAM01_v204991;TGAM01_v205386;TGAM01_v207834;TGAM01_v208457;TGAM01_v208744;TGAM01_v209243;TGAM01_v210378,0.590499794
GO:0035556,intracellular signal transduction,BP,4,11,4/1038,11/6466,0.363636364,0.085242562,TGAM01_v208748;TGAM01_v209516;TGAM01_v209965;TGAM01_v210001,0.449154031
GO:0046907,intracellular transport,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v209830,0.588877171
GO:0005506,iron ion binding,MF,17,93,17/1038,93/6466,0.182795699,0.318606502,TGAM01_v200186;TGAM01_v200286;TGAM01_v202425;TGAM01_v202640;TGAM01_v203992;TGAM01_v205264;TGAM01_v205457;TGAM01_v206454;TGAM01_v206456;TGAM01_v206504;TGAM01_v206837;TGAM01_v207287;TGAM01_v207638;TGAM01_v208340;TGAM01_v209046;TGAM01_v210376;TGAM01_v210396,0.550195744
GO:0016226,iron-sulfur cluster assembly,BP,2,8,2/1038,8/6466,0.25,0.376112745,TGAM01_v206585;TGAM01_v208754,0.588877171
GO:0051536,iron-sulfur cluster binding,MF,5,22,5/1038,22/6466,0.227272727,0.27167043,TGAM01_v206276;TGAM01_v206585;TGAM01_v208340;TGAM01_v208754;TGAM01_v210396,0.528145699
GO:0004449,isocitrate dehydrogenase (NAD+) activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v207487,0.528145699
GO:0016853,isomerase activity,MF,1,5,1/1038,5/6466,0.2,0.583234091,TGAM01_v208264,0.709601478
GO:0008299,isoprenoid biosynthetic process,BP,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v210705,0.747127675
GO:0046952,ketone body catabolic process,BP,2,3,2/1038,3/6466,0.666666667,0.068995127,TGAM01_v206505;TGAM01_v209252,0.449154031
GO:0045703,ketoreductase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v208887,0.449154031
GO:0016301,kinase activity,MF,6,18,6/1038,18/6466,0.333333333,0.055622277,TGAM01_v201773;TGAM01_v203367;TGAM01_v205098;TGAM01_v205257;TGAM01_v206446;TGAM01_v209140,0.449154031
GO:0043564,Ku70:Ku80 complex,CC,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v207552,0.528145699
GO:0015934,large ribosomal subunit,CC,2,11,2/1038,11/6466,0.181818182,0.547375379,TGAM01_v200245;TGAM01_v204993,0.695478528
GO:0006526,L-arginine biosynthetic process,BP,2,6,2/1038,6/6466,0.333333333,0.248453861,TGAM01_v207335;TGAM01_v210092,0.528145699
GO:0050023,L-fuconate dehydratase activity,MF,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v210715,0.449154031
GO:0000105,L-histidine biosynthetic process,BP,1,7,1/1038,7/6466,0.142857143,0.706397976,TGAM01_v211075,0.786737274
GO:0016874,ligase activity,MF,1,8,1/1038,8/6466,0.125,0.75358158,TGAM01_v200825,0.81773785
GO:0008289,lipid binding,MF,3,15,3/1038,15/6466,0.2,0.441591349,TGAM01_v202790;TGAM01_v204843;TGAM01_v205972,0.623152743
GO:0008610,lipid biosynthetic process,BP,1,11,1/1038,11/6466,0.090909091,0.854340687,TGAM01_v207638,0.891315511
GO:0016042,lipid catabolic process,BP,3,11,3/1038,11/6466,0.272727273,0.253665263,TGAM01_v200329;TGAM01_v203983;TGAM01_v206028,0.528145699
GO:0006629,lipid metabolic process,BP,8,42,8/1038,42/6466,0.19047619,0.358848354,TGAM01_v200288;TGAM01_v200330;TGAM01_v203949;TGAM01_v204353;TGAM01_v208721;TGAM01_v208902;TGAM01_v209305;TGAM01_v209965,0.588877171
GO:0042577,lipid phosphatase activity,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v206476,0.588877171
GO:0019915,lipid storage,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v201005,0.588877171
GO:0009085,L-lysine biosynthetic process,BP,1,4,1/1038,4/6466,0.25,0.503476899,TGAM01_v202603,0.647903765
GO:0030060,L-malate dehydrogenase (NAD+) activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v209441,0.528145699
GO:0019509,L-methionine salvage from methylthioadenosine,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v209960,0.588877171
GO:0042759,long-chain fatty acid biosynthetic process,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v207546,0.528145699
GO:0006562,L-proline catabolic process,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v209042,0.528145699
GO:0016829,lyase activity,MF,2,20,2/1038,20/6466,0.1,0.854686107,TGAM01_v203339;TGAM01_v204407,0.891315511
GO:0000287,magnesium ion binding,MF,12,37,12/1038,37/6466,0.324324324,0.010287688,TGAM01_v202417;TGAM01_v202660;TGAM01_v204320;TGAM01_v204667;TGAM01_v205491;TGAM01_v205700;TGAM01_v207172;TGAM01_v207487;TGAM01_v207546;TGAM01_v209289;TGAM01_v209516;TGAM01_v211075,0.449154031
GO:1903830,magnesium ion transmembrane transport,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v205800,0.528145699
GO:0015095,magnesium ion transmembrane transporter activity,MF,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v205800,0.747127675
GO:0016615,malate dehydrogenase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v209441,0.528145699
GO:0006108,malate metabolic process,BP,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v209441,0.528145699
GO:0071423,malate transmembrane transport,BP,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v207679,0.588877171
GO:0015140,malate transmembrane transporter activity,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v207679,0.588877171
GO:0030145,manganese ion binding,MF,1,7,1/1038,7/6466,0.142857143,0.706397976,TGAM01_v208181,0.786737274
GO:0005384,manganese ion transmembrane transporter activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v202919,0.528145699
GO:0006013,mannose metabolic process,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v209379,0.449154031
GO:1904382,mannose trimming involved in glycoprotein ERAD pathway,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v200136,0.449154031
GO:0004476,mannose-6-phosphate isomerase activity,MF,1,2,1/1038,2/6466,0.5,0.295314345,TGAM01_v203816,0.528145699
GO:0051377,mannose-ethanolamine phosphotransferase activity,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v209445,0.588877171
GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",MF,2,8,2/1038,8/6466,0.25,0.376112745,TGAM01_v200136;TGAM01_v211131,0.588877171
GO:0000030,mannosyltransferase activity,MF,4,9,4/1038,9/6466,0.444444444,0.042364202,TGAM01_v202310;TGAM01_v206330;TGAM01_v208841;TGAM01_v209788,0.449154031
GO:0004707,MAP kinase activity,MF,1,3,1/1038,3/6466,0.333333333,0.408473953,TGAM01_v209285,0.588877171
GO:0000470,maturation of LSU-rRNA,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v205116,0.449154031
GO:0042555,MCM complex,CC,1,6,1/1038,6/6466,0.166666667,0.650190137,TGAM01_v210152,0.747127675
GO:0016592,mediator complex,CC,2,18,2/1038,18/6466,0.111111111,0.809999457,TGAM01_v202334;TGAM01_v206411,0.859220032
GO:0051321,meiotic cell cycle,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v210395,0.449154031
GO:0045132,meiotic chromosome segregation,BP,1,1,1/1038,1/6466,1,0.160532014,TGAM01_v210410,0.449154031
GO:0016021,membrane,CC,87,376,87/1038,376/6466,0.231382979,0.000145418,TGAM01_v200162;TGAM01_v200417;TGAM01_v200450;TGAM01_v200479;TGAM01_v200480;TGAM01_v200754;TGAM01_v200827;TGAM01_v201289;TGAM01_v201290;TGAM01_v201401;TGAM01_v202313;TGAM01_v202319;TGAM01_v202417;TGAM01_v202423;TGAM01_v202641;TGAM01_v202755;TGAM01_v202838;TGAM01_v202924;TGAM01_v203188;TGAM01_v203517;TGAM01_v203560;TGAM01_v203821;TGAM01_v203878;TGAM01_v203882;TGAM01_v203927;TGAM01_v204023;TGAM01_v204086;TGAM01_v204237;TGAM01_v204279;TGAM01_v204320;TGAM01_v204454;TGAM01_v204624;TGAM01_v204648;TGAM01_v204824;TGAM01_v204831;TGAM01_v204836;TGAM01_v204896;TGAM01_v204924;TGAM01_v204935;TGAM01_v205099;TGAM01_v205166;TGAM01_v205262;TGAM01_v205368;TGAM01_v205803;TGAM01_v205830;TGAM01_v206034;TGAM01_v206278;TGAM01_v206408;TGAM01_v206422;TGAM01_v206721;TGAM01_v207005;TGAM01_v207015;TGAM01_v207016;TGAM01_v207089;TGAM01_v207172;TGAM01_v207196;TGAM01_v207407;TGAM01_v207679;TGAM01_v207776;TGAM01_v207777;TGAM01_v207825;TGAM01_v208054;TGAM01_v208087;TGAM01_v208187;TGAM01_v208516;TGAM01_v208632;TGAM01_v208703;TGAM01_v208721;TGAM01_v208749;TGAM01_v208806;TGAM01_v208890;TGAM01_v208896;TGAM01_v208947;TGAM01_v208989;TGAM01_v209122;TGAM01_v209305;TGAM01_v209323;TGAM01_v209611;TGAM01_v209930;TGAM01_v209973;TGAM01_v210114;TGAM01_v210169;TGAM01_v210433;TGAM01_v210578;TGAM01_v210581;TGAM01_v210606;TGAM01_v210752,0.116770942
